"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"GABON",1967,276
"GAMBIA",1967,9
"GHANA",1967,408
"GIBRALTAR",1967,17
"GREECE",1967,5327
"GREENLAND",1967,114
"GRENADA",1967,10
"GUADELOUPE",1967,79
"GUATEMALA",1967,541
"GUINEA",1967,198
"GUINEA BISSAU",1967,13
"GUYANA",1967,361
"HAITI",1967,71
"HONDURAS",1967,239
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1967,1652
"HUNGARY",1967,16043
"ICELAND",1967,394
"INDIA",1967,46970
"INDONESIA",1967,6698
"IRAQ",1967,5016
"IRELAND",1967,4476
"ISLAMIC REPUBLIC OF IRAN",1967,18528
"ISRAEL",1967,3693
"ITALY (INCLUDING SAN MARINO)",1967,63929
"JAMAICA",1967,1055
"JAPAN",1967,133592
"JORDAN",1967,386
"KENYA",1967,737
"KIRIBATI",1967,6
"KUWAIT",1967,6938
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1967,87
"LEBANON",1967,974
"LIBERIA",1967,167
"LIBYAN ARAB JAMAHIRIYAH",1967,5047
"LUXEMBOURG",1967,3098
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1967,45
"MADAGASCAR",1967,230
"MALAWI",1967,100
"MALI",1967,61
"MALTA",1967,142
"MARTINIQUE",1967,81
"MAURITANIA",1967,54
"MAURITIUS",1967,136
"MEXICO",1967,24571
"MONGOLIA",1967,587
"MONTSERRAT",1967,2
"MOROCCO",1967,1477
"MOZAMBIQUE",1967,511
"MYANMAR (FORMERLY BURMA)",1967,987
"NAURU",1967,13
"NEPAL",1967,58
"NETHERLAND ANTILLES AND ARUBA",1967,3337
"NETHERLANDS",1967,29120
"NEW CALEDONIA",1967,402
"NEW ZEALAND",1967,3720
"NICARAGUA",1967,295
"NIGER",1967,36
"NIGERIA",1967,3501
"NORWAY",1967,5271
"OMAN",1967,37
"PACIFIC ISLANDS (PALAU)",1967,20
"PANAMA",1967,463
"PAPUA NEW GUINEA",1967,119
"PARAGUAY",1967,133
"PENINSULAR MALAYSIA",1967,2312
"PERU",1967,3724
"PHILIPPINES",1967,4972
"PLURINATIONAL STATE OF BOLIVIA",1967,516
"POLAND",1967,70707
"PORTUGAL",1967,3384
"QATAR",1967,1824
"REPUBLIC OF CAMEROON",1967,125
"REPUBLIC OF KOREA",1967,9586
"REPUBLIC OF SOUTH VIETNAM",1967,4132
"REUNION",1967,58
"ROMANIA",1967,25124
"RWANDA",1967,11
"RYUKYU ISLANDS",1967,185
"SABAH",1967,85
"SAINT LUCIA",1967,9
"SAMOA",1967,7
"SAO TOME & PRINCIPE",1967,3
"SARAWAK",1967,368
"SAUDI ARABIA",1967,6956
"SENEGAL",1967,191
"SEYCHELLES",1967,2
"SIERRA LEONE",1967,69
"SINGAPORE",1967,834
"SOLOMON ISLANDS",1967,9
"SOMALIA",1967,62
"SOUTH AFRICA",1967,36511
"SPAIN",1967,23594
"SRI LANKA",1967,804
"ST. KITTS-NEVIS-ANGUILLA",1967,6
"ST. PIERRE & MIQUELON",1967,14
"ST. VINCENT & THE GRENADINES",1967,5
"SUDAN",1967,869
"SURINAME",1967,364
"SWAZILAND",1967,62
"SWEDEN",1967,18817
"SWITZERLAND",1967,8880
"SYRIAN ARAB REPUBLIC",1967,1257
"TAIWAN",1967,6000
"TANGANYIKA",1967,471
"THAILAND",1967,3318
"TOGO",1967,54
"TONGA",1967,4
"TRINIDAD AND TOBAGO",1967,1265
"TUNISIA",1967,842
"TURKEY",1967,9142
"UGANDA",1967,221
"UNITED ARAB EMIRATES",1967,250
"UNITED KINGDOM",1967,161581
"UNITED STATES OF AMERICA",1967,1007829
"URUGUAY",1967,1332
"USSR",1967,571269
"VANUATU",1967,23
"VENEZUELA",1967,17948
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1967,13330
"ZAMBIA",1967,1307
"ZANZIBAR",1967,9
"ZIMBABWE",1967,1445
