"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",2002,10809
"HUNGARY",2002,15289
"ICELAND",2002,592
"INDIA",2002,287499
"INDONESIA",2002,83648
"IRAQ",2002,23796
"IRELAND",2002,11839
"ISLAMIC REPUBLIC OF IRAN",2002,109561
"ISRAEL",2002,16311
"ITALY (INCLUDING SAN MARINO)",2002,123428
"JAMAICA",2002,2793
"JAPAN",2002,332710
"JORDAN",2002,4605
"KAZAKHSTAN",2002,36470
"KENYA",2002,2173
"KIRIBATI",2002,11
"KUWAIT",2002,15879
"KYRGYZSTAN",2002,1352
"LAO PEOPLE S DEMOCRATIC REPUBLIC",2002,314
"LATVIA",2002,1885
"LEBANON",2002,4364
"LESOTHO",2002,520
"LIBERIA",2002,133
"LIBYAN ARAB JAMAHIRIYAH",2002,13044
"LITHUANIA",2002,3584
"LUXEMBOURG",2002,2568
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",2002,414
"MACEDONIA",2002,2982
"MADAGASCAR",2002,337
"MALAWI",2002,232
"MALAYSIA",2002,36472
"MALDIVES",2002,162
"MALI",2002,231
"MALTA",2002,627
"MARSHALL ISLANDS",2002,23
"MARTINIQUE",2002,487
"MAURITANIA",2002,368
"MAURITIUS",2002,787
"MEXICO",2002,113005
"MONGOLIA",2002,2260
"MONTSERRAT",2002,10
"MOROCCO",2002,10432
"MOZAMBIQUE",2002,433
"MYANMAR (FORMERLY BURMA)",2002,2511
"NAMIBIA",2002,480
"NAURU",2002,21
"NEPAL",2002,716
"NETHERLAND ANTILLES",2002,1503
"NETHERLANDS",2002,49540
"NEW CALEDONIA",2002,656
"NEW ZEALAND",2002,9054
"NICARAGUA",2002,1101
"NIGER",2002,191
"NIGERIA",2002,25546
"NIUE",2002,2
"NORWAY",2002,10369
"OCCUPIED PALESTINIAN TERRITORY",2002,315
"OMAN",2002,6946
"PAKISTAN",2002,31111
"PALAU",2002,68
"PANAMA",2002,1601
"PAPUA NEW GUINEA",2002,951
"PARAGUAY",2002,1063
"PERU",2002,7414
"PHILIPPINES",2002,19454
"PLURINATIONAL STATE OF BOLIVIA",2002,2835
"POLAND",2002,80402
"PORTUGAL",2002,18214
"QATAR",2002,11155
"REPUBLIC OF CAMEROON",2002,932
"REPUBLIC OF KOREA",2002,126979
"REPUBLIC OF MOLDOVA",2002,1087
"REUNION",2002,823
"ROMANIA",2002,26517
"RUSSIAN FEDERATION",2002,424621
"RWANDA",2002,145
"SAINT HELENA",2002,3
"SAINT LUCIA",2002,89
"SAMOA",2002,40
"SAO TOME & PRINCIPE",2002,16
"SAUDI ARABIA",2002,89012
"SENEGAL",2002,1230
"SEYCHELLES",2002,147
"SIERRA LEONE",2002,166
"SINGAPORE",2002,12880
"SLOVAKIA",2002,10704
"SLOVENIA",2002,4205
"SOLOMON ISLANDS",2002,43
"SOMALIA",2002,160
"SOUTH AFRICA",2002,97256
"SPAIN",2002,85770
"SRI LANKA",2002,3015
"ST. KITTS-NEVIS",2002,54
"ST. PIERRE & MIQUELON",2002,16
"ST. VINCENT & THE GRENADINES",2002,51
"SUDAN",2002,2214
"SURINAME",2002,427
"SWAZILAND",2002,307
"SWEDEN",2002,15660
"SWITZERLAND",2002,11098
"SYRIAN ARAB REPUBLIC",2002,10653
"TAIWAN",2002,64860
"TAJIKISTAN",2002,513
"THAILAND",2002,56810
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2002,44
"TOGO",2002,336
"TONGA",2002,28
"TRINIDAD AND TOBAGO",2002,7805
"TUNISIA",2002,5689
"TURKEY",2002,56091
"TURKMENISTAN",2002,10899
"TURKS AND CAICOS ISLANDS",2002,27
"TUVALU",2002,3
"UGANDA",2002,425
"UKRAINE",2002,86907
"UNITED ARAB EMIRATES",2002,23099
"UNITED KINGDOM",2002,144162
"UNITED REPUBLIC OF TANZANIA",2002,979
"UNITED STATES OF AMERICA",2002,1538399
"URUGUAY",2002,1260
"UZBEKISTAN",2002,35001
"VANUATU",2002,23
"VENEZUELA",2002,52718
"VIET NAM",2002,19309
"WALLIS AND FUTUNA ISLANDS",2002,7
"YEMEN",2002,4299
"YUGOSLAVIA (MONTENEGRO & SERBIA)",2002,12892
"ZAMBIA",2002,541
"ZIMBABWE",2002,3263
