"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"NICARAGUA",2008,1206
"NIGER",2008,221
"NIGERIA",2008,26220
"NIUE",2008,2
"NORWAY",2008,15187
"OCCUPIED PALESTINIAN TERRITORY",2008,560
"OMAN",2008,11646
"PAKISTAN",2008,43379
"PALAU",2008,69
"PANAMA",2008,2011
"PAPUA NEW GUINEA",2008,1308
"PARAGUAY",2008,1214
"PERU",2008,11185
"PHILIPPINES",2008,21505
"PLURINATIONAL STATE OF BOLIVIA",2008,3610
"POLAND",2008,85860
"PORTUGAL",2008,15169
"QATAR",2008,17683
"REPUBLIC OF CAMEROON",2008,1512
"REPUBLIC OF KOREA",2008,138421
"REPUBLIC OF MOLDOVA",2008,1303
"REUNION",2008,1076
"ROMANIA",2008,26279
"RUSSIAN FEDERATION",2008,467679
"RWANDA",2008,148
"SAINT HELENA",2008,3
"SAINT LUCIA",2008,108
"SAMOA",2008,49
"SAO TOME & PRINCIPE",2008,23
"SAUDI ARABIA",2008,117310
"SENEGAL",2008,1389
"SERBIA",2008,14207
"SEYCHELLES",2008,189
"SIERRA LEONE",2008,181
"SINGAPORE",2008,9854
"SLOVAKIA",2008,10284
"SLOVENIA",2008,4733
"SOLOMON ISLANDS",2008,51
"SOMALIA",2008,164
"SOUTH AFRICA",2008,135471
"SPAIN",2008,89797
"SRI LANKA",2008,3329
"ST. KITTS-NEVIS",2008,59
"ST. PIERRE & MIQUELON",2008,18
"ST. VINCENT & THE GRENADINES",2008,62
"SUDAN",2008,4067
"SURINAME",2008,530
"SWAZILAND",2008,299
"SWEDEN",2008,13396
"SWITZERLAND",2008,11018
"SYRIAN ARAB REPUBLIC",2008,18457
"TAIWAN",2008,71337
"TAJIKISTAN",2008,792
"THAILAND",2008,68842
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2008,55
"TOGO",2008,459
"TONGA",2008,33
"TRINIDAD AND TOBAGO",2008,12104
"TUNISIA",2008,6770
"TURKEY",2008,77442
"TURKMENISTAN",2008,15498
"TURKS AND CAICOS ISLANDS",2008,49
"TUVALU",2008,3
"UGANDA",2008,870
"UKRAINE",2008,84817
"UNITED ARAB EMIRATES",2008,42911
"UNITED KINGDOM",2008,141993
"UNITED REPUBLIC OF TANZANIA",2008,1675
"UNITED STATES OF AMERICA",2008,1530982
"URUGUAY",2008,2254
"UZBEKISTAN",2008,33788
"VANUATU",2008,26
"VENEZUELA",2008,48845
"VIET NAM",2008,32177
"WALLIS AND FUTUNA ISLANDS",2008,6
"YEMEN",2008,6092
"ZAMBIA",2008,592
"ZIMBABWE",2008,2119
