"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"GAMBIA",2000,67
"GEORGIA",2000,1237
"GERMANY",2000,226337
"GHANA",2000,1715
"GIBRALTAR",2000,91
"GREECE",2000,24984
"GREENLAND",2000,145
"GRENADA",2000,52
"GUADELOUPE",2000,522
"GUATEMALA",2000,2704
"GUINEA",2000,448
"GUINEA BISSAU",2000,40
"GUYANA",2000,439
"HAITI",2000,373
"HONDURAS",2000,1372
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",2000,11028
"HUNGARY",2000,15224
"ICELAND",2000,590
"INDIA",2000,281389
"INDONESIA",2000,71835
"IRAQ",2000,19756
"IRELAND",2000,11243
"ISLAMIC REPUBLIC OF IRAN",2000,101510
"ISRAEL",2000,16433
"ITALY (INCLUDING SAN MARINO)",2000,122870
"JAMAICA",2000,2811
"JAPAN",2000,332841
"JORDAN",2000,4229
"KAZAKHSTAN",2000,32206
"KENYA",2000,2841
"KIRIBATI",2000,8
"KUWAIT",2000,14606
"KYRGYZSTAN",2000,1264
"LAO PEOPLE S DEMOCRATIC REPUBLIC",2000,256
"LATVIA",2000,1732
"LEBANON",2000,4158
"LESOTHO",2000,505
"LIBERIA",2000,115
"LIBYAN ARAB JAMAHIRIYAH",2000,12848
"LITHUANIA",2000,3317
"LUXEMBOURG",2000,2247
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",2000,445
"MACEDONIA",2000,3290
"MADAGASCAR",2000,511
"MALAWI",2000,237
"MALAYSIA",2000,34288
"MALDIVES",2000,123
"MALI",2000,224
"MALTA",2000,563
"MARSHALL ISLANDS",2000,21
"MARTINIQUE",2000,475
"MAURITANIA",2000,320
"MAURITIUS",2000,734
"MEXICO",2000,108640
"MONGOLIA",2000,2047
"MONTSERRAT",2000,7
"MOROCCO",2000,9246
"MOZAMBIQUE",2000,368
"MYANMAR (FORMERLY BURMA)",2000,2751
"NAMIBIA",2000,448
"NAURU",2000,23
"NEPAL",2000,837
"NETHERLAND ANTILLES",2000,1531
"NETHERLANDS",2000,47315
"NEW CALEDONIA",2000,609
"NEW ZEALAND",2000,8994
"NICARAGUA",2000,1026
"NIGER",2000,190
"NIGERIA",2000,20741
"NIUE",2000,2
"NORWAY",2000,10819
"OCCUPIED PALESTINIAN TERRITORY",2000,453
"OMAN",2000,5971
"PAKISTAN",2000,29029
"PALAU",2000,68
"PANAMA",2000,1579
"PAPUA NEW GUINEA",2000,727
"PARAGUAY",2000,1006
"PERU",2000,8262
"PHILIPPINES",2000,19991
"PLURINATIONAL STATE OF BOLIVIA",2000,3018
"POLAND",2000,81617
"PORTUGAL",2000,17107
"QATAR",2000,9471
"REPUBLIC OF CAMEROON",2000,936
"REPUBLIC OF KOREA",2000,122051
"REPUBLIC OF MOLDOVA",2000,958
"REUNION",2000,780
"ROMANIA",2000,24729
"RUSSIAN FEDERATION",2000,424843
"RWANDA",2000,144
"SAINT HELENA",2000,3
"SAINT LUCIA",2000,90
"SAMOA",2000,39
"SAO TOME & PRINCIPE",2000,13
"SAUDI ARABIA",2000,80975
"SENEGAL",2000,1074
"SEYCHELLES",2000,156
"SIERRA LEONE",2000,116
"SINGAPORE",2000,13364
"SLOVAKIA",2000,9786
"SLOVENIA",2000,3926
"SOLOMON ISLANDS",2000,41
"SOMALIA",2000,131
"SOUTH AFRICA",2000,103263
"SPAIN",2000,80293
"SRI LANKA",2000,2792
"ST. KITTS-NEVIS",2000,47
"ST. PIERRE & MIQUELON",2000,15
"ST. VINCENT & THE GRENADINES",2000,40
"SUDAN",2000,1509
"SURINAME",2000,599
"SWAZILAND",2000,324
"SWEDEN",2000,13458
"SWITZERLAND",2000,10649
"SYRIAN ARAB REPUBLIC",2000,13919
"TAIWAN",2000,59733
"TAJIKISTAN",2000,610
"THAILAND",2000,49433
"TOGO",2000,371
"TONGA",2000,26
"TRINIDAD AND TOBAGO",2000,6501
"TUNISIA",2000,5433
"TURKEY",2000,58945
"TURKMENISTAN",2000,10237
"TURKS AND CAICOS ISLANDS",2000,19
"TUVALU",2000,2
"UGANDA",2000,390
"UKRAINE",2000,87511
"UNITED ARAB EMIRATES",2000,30696
"UNITED KINGDOM",2000,147746
"UNITED REPUBLIC OF TANZANIA",2000,723
"UNITED STATES OF AMERICA",2000,1552682
"URUGUAY",2000,1447
"UZBEKISTAN",2000,33223
"VANUATU",2000,23
"VENEZUELA",2000,41566
"VIET NAM",2000,14629
"YEMEN",2000,3993
"YUGOSLAVIA (MONTENEGRO & SERBIA)",2000,11225
"ZAMBIA",2000,497
"ZIMBABWE",2000,3797
